City,Latitude,Longitude,Solar_Irradiance_kWh/m²/day,Wind_Speed_m/s,PV_Power_kW,Wind_Power_kW,System_Efficiency_%,Hydrogen_Production_kg/day,Feasibility_Score,Latitude_Band
City 291,-56.03,125.3,3.83,11.0,661.31,25662.12,75.92,389.43,4.62,Temperate
City 292,-55.14,82.39,3.44,11.39,587.05,26829.84,76.72,392.55,4.68,Temperate
City 293,46.94,-145.66,3.97,7.2,675.07,6854.14,70.37,103.03,3.22,Temperate
City 294,-13.18,-25.67,5.86,1.58,997.94,74.56,78.55,16.36,2.04,Equatorial
City 295,-43.48,-169.5,3.21,8.32,546.69,11109.41,79.06,175.74,3.59,Subtropical
City 296,7.89,-6.88,6.34,4.36,1085.37,1512.98,78.5,39.89,2.84,Equatorial
City 297,40.1,58.48,4.8,6.92,826.87,6088.82,78.25,103.69,3.35,Subtropical
City 298,-31.94,-137.34,4.0,8.3,688.92,10526.42,77.45,161.33,3.66,Subtropical
City 299,20.98,-76.0,5.0,4.22,900.09,1389.35,76.33,34.02,2.58,Tropical
City 300,-48.9,-36.78,3.64,6.01,629.9,4006.81,76.79,68.28,2.89,Temperate
City 301,-53.28,151.03,2.78,9.6,475.8,16628.84,78.06,240.69,3.93,Temperate
City 302,9.08,177.57,5.97,5.87,1047.19,3910.25,76.62,75.23,3.2,Equatorial
City 303,10.28,-163.83,6.07,2.09,1083.7,171.5,73.28,17.56,2.15,Equatorial
City 304,22.87,93.96,4.72,8.61,833.8,12465.72,73.76,193.62,3.85,Tropical
City 305,34.39,-46.18,4.11,3.01,710.09,531.68,78.97,19.38,2.16,Subtropical
City 306,66.86,-38.72,2.67,9.24,469.15,14403.34,70.17,197.14,3.68,Polar
City 307,7.12,91.54,5.85,4.07,1035.96,1217.33,76.99,32.99,2.67,Equatorial
City 308,-18.02,150.63,4.94,4.21,875.76,1475.21,79.55,35.22,2.61,Tropical
City 309,43.37,162.33,3.65,6.92,644.62,6030.09,77.06,97.21,3.16,Subtropical
City 310,-24.79,27.76,5.63,11.16,1006.23,25409.67,79.94,417.9,5.0,Tropical
City 311,-2.93,-51.44,6.7,2.17,1196.61,183.41,76.88,20.77,2.3,Equatorial
City 312,-49.8,103.52,3.28,15.08,576.88,66077.7,70.34,855.84,6.19,Temperate
City 313,-56.7,-89.64,3.05,10.76,532.11,23896.49,78.27,367.5,4.44,Temperate
City 314,65.14,23.07,1.57,10.74,276.45,24775.8,72.85,364.84,4.17,Polar
City 315,48.68,-50.91,3.84,10.06,684.21,20121.98,74.46,297.32,4.24,Temperate
City 316,30.48,56.39,5.06,13.37,860.21,45008.53,73.12,656.43,5.75,Subtropical
City 317,-6.84,-93.46,6.32,2.2,1136.52,199.48,72.69,18.97,2.21,Equatorial
City 318,-37.47,-111.03,4.88,4.95,838.52,2249.89,74.31,42.92,2.74,Subtropical
City 319,-39.66,150.57,3.66,6.08,639.38,4112.39,73.79,65.72,2.88,Subtropical
City 320,-27.47,-143.35,5.64,6.83,1008.19,5815.85,76.33,101.31,3.42,Tropical
City 321,11.4,2.14,6.28,1.0,1081.61,18.26,78.13,16.33,1.95,Equatorial
City 322,32.9,-100.49,4.53,7.35,791.51,7224.79,72.97,111.97,3.38,Subtropical
City 323,25.83,-165.99,5.18,10.82,887.86,23387.2,72.14,340.17,4.66,Tropical
City 324,-23.61,-167.03,5.29,6.74,920.85,5697.49,76.67,99.23,3.35,Tropical
City 325,64.13,-116.92,3.12,9.68,536.08,18079.68,76.7,264.77,4.02,Polar
City 326,35.93,132.04,3.95,6.05,685.31,4236.45,79.01,71.14,2.97,Subtropical
City 327,12.07,-78.31,5.77,7.45,1003.16,8269.2,70.16,120.89,3.57,Equatorial
City 328,19.52,162.17,6.15,3.89,1106.85,1101.52,78.53,32.98,2.68,Tropical
City 329,-5.45,29.38,6.32,9.16,1137.38,14543.46,75.21,220.35,4.27,Equatorial
City 330,-27.79,-22.82,5.5,11.61,942.1,29206.59,76.21,439.71,5.09,Tropical
City 331,-13.72,28.83,6.89,6.01,1221.15,3995.3,70.91,66.98,3.29,Equatorial
City 332,38.52,6.01,4.1,7.82,699.58,8755.52,74.33,133.66,3.48,Subtropical
City 333,-58.13,93.16,3.27,12.39,557.17,37827.11,72.27,519.76,5.04,Temperate
City 334,-44.91,-78.3,3.28,11.23,560.95,28272.88,72.54,398.87,4.58,Subtropical
City 335,-54.02,-52.9,3.6,7.39,646.04,7291.82,75.04,112.25,3.27,Temperate
City 336,-54.71,141.87,3.27,8.15,586.73,9922.06,78.12,152.45,3.51,Temperate
City 337,51.21,160.72,3.65,5.82,627.89,3706.12,77.44,66.48,2.85,Temperate
City 338,31.48,141.32,4.47,8.17,767.8,10020.11,75.91,150.43,3.66,Subtropical
City 339,1.64,-29.0,6.05,5.83,1043.82,3712.59,75.39,69.44,3.18,Equatorial
City 340,-47.28,100.93,3.94,5.35,690.45,2801.13,74.27,51.48,2.72,Temperate
City 341,3.91,-8.52,5.69,3.25,1000.52,651.05,79.73,25.12,2.46,Equatorial
City 342,1.55,-0.89,6.73,1.0,1159.48,18.54,75.6,17.59,1.99,Equatorial
City 343,-37.48,-106.32,4.85,5.5,860.62,3114.18,72.54,52.62,2.87,Subtropical
City 344,-3.6,32.81,6.84,5.74,1184.67,3435.27,72.3,63.42,3.23,Equatorial
City 345,-8.19,-112.99,7.4,2.99,1326.34,501.89,76.11,26.32,2.6,Equatorial
City 346,20.06,-60.64,6.11,5.25,1078.53,2895.8,75.23,53.87,3.02,Tropical
City 347,22.56,127.81,5.09,2.19,888.16,195.42,70.08,14.34,2.0,Tropical
City 348,-54.11,-105.45,3.23,9.88,573.89,19041.71,78.3,287.8,4.13,Temperate
City 349,-11.3,-154.38,6.19,5.02,1102.09,2489.48,77.04,53.51,2.99,Equatorial
City 350,21.36,-155.16,4.71,4.31,815.0,1597.78,76.62,36.74,2.57,Tropical
City 351,5.41,158.68,6.15,4.07,1066.61,1318.37,70.69,30.64,2.65,Equatorial
City 352,51.34,2.49,3.13,9.59,560.6,17012.95,73.62,241.35,3.93,Temperate
City 353,25.63,-32.61,4.19,4.53,718.82,1827.49,79.35,38.17,2.58,Tropical
City 354,-38.82,111.92,4.31,4.19,733.91,1336.35,78.63,30.78,2.49,Subtropical
City 355,-50.83,120.9,3.32,13.6,579.06,47570.37,72.86,685.79,5.6,Temperate
City 356,23.51,-60.41,4.52,4.77,804.18,2165.93,71.57,40.15,2.61,Tropical
City 357,-56.55,69.7,3.24,9.41,576.4,16298.72,74.49,226.95,3.89,Temperate
City 358,16.15,97.6,6.23,8.14,1115.92,10754.8,73.56,169.58,3.91,Tropical
City 359,62.23,55.67,2.76,19.05,483.46,135125.94,76.82,2059.57,8.92,Polar
City 360,14.81,-125.43,5.8,2.37,992.0,262.89,79.66,19.02,2.25,Equatorial
City 361,-9.54,135.32,6.63,6.08,1165.79,4359.66,73.63,77.96,3.32,Equatorial
City 362,23.63,14.07,5.69,4.59,1010.91,1892.51,70.62,37.58,2.72,Tropical
City 363,-0.43,-78.31,7.12,2.7,1217.7,373.12,78.98,23.17,2.52,Equatorial
City 364,10.93,-26.92,5.82,3.29,999.89,708.43,70.38,22.21,2.39,Equatorial
City 365,62.39,-166.47,2.77,7.42,471.41,8043.35,79.53,127.72,3.23,Polar
City 366,-9.81,-133.97,6.91,4.88,1215.95,2284.4,76.65,53.27,3.05,Equatorial
City 367,64.95,95.6,2.15,6.81,385.43,6107.79,79.42,98.2,2.95,Polar
City 368,57.7,-180.0,4.01,12.14,708.64,33267.14,72.0,449.7,4.98,Temperate
City 369,-34.55,-30.04,4.32,7.59,776.62,7908.52,70.41,113.32,3.38,Subtropical
City 370,-50.98,8.1,3.45,10.15,588.23,20805.98,74.88,300.67,4.22,Temperate
City 371,-46.9,-160.33,3.38,7.52,605.27,8167.53,74.51,125.8,3.29,Temperate
City 372,-57.63,170.31,3.08,8.85,548.22,12868.72,73.31,185.72,3.65,Temperate
City 373,-47.72,-98.59,2.79,9.49,482.78,15644.68,79.58,241.08,3.92,Temperate
City 374,28.79,-70.49,4.71,3.97,846.84,1229.12,78.23,31.07,2.49,Tropical
City 375,-50.75,-70.58,2.9,8.18,501.65,10766.22,76.62,159.57,3.46,Temperate
City 376,-18.53,-97.05,5.77,3.7,1032.28,997.73,71.63,26.4,2.51,Tropical
City 377,49.83,-179.47,4.01,6.76,716.81,5950.99,77.34,93.08,3.17,Temperate
City 378,-56.97,82.56,3.33,4.42,592.18,1620.68,77.27,31.64,2.4,Temperate
City 379,45.88,168.06,2.6,11.94,457.09,31646.36,74.25,433.43,4.73,Temperate
City 380,-23.36,-99.25,6.39,4.62,1093.27,1776.16,79.25,42.46,2.92,Tropical
City 381,-44.64,58.7,4.02,11.37,705.3,28925.94,71.67,415.09,4.74,Subtropical
City 382,30.58,87.08,4.47,9.73,776.1,16739.84,72.67,247.37,4.16,Subtropical
City 383,21.76,125.43,5.56,2.96,988.39,500.17,70.63,20.21,2.27,Tropical
City 384,54.07,-27.85,3.3,6.69,586.57,5681.46,77.95,96.28,3.06,Temperate
City 385,35.56,-70.94,4.18,13.96,748.2,51804.22,76.22,743.57,5.93,Subtropical
City 386,44.45,-62.89,3.99,12.82,678.43,41856.26,73.15,615.12,5.4,Subtropical
City 387,-23.34,76.54,5.06,6.25,901.64,4420.04,71.64,71.67,3.11,Tropical
City 388,-36.93,114.04,4.21,8.34,755.66,11325.59,70.4,159.92,3.62,Subtropical
City 389,37.58,-114.62,4.03,6.18,716.24,4274.91,71.67,67.29,2.94,Subtropical
City 390,44.89,-46.46,3.14,9.57,538.14,15841.97,74.53,222.15,3.91,Subtropical
City 391,68.77,144.7,2.26,9.08,385.92,14135.43,72.47,209.96,3.62,Polar
City 392,-6.36,110.41,6.85,1.0,1165.5,18.13,72.59,15.7,1.98,Equatorial
City 393,-11.64,174.55,6.44,1.86,1135.79,125.96,78.76,18.56,2.2,Equatorial
City 394,40.93,91.53,4.54,8.15,801.2,10302.73,75.15,155.53,3.66,Subtropical
City 395,-15.7,-38.45,6.06,2.74,1090.63,372.24,77.29,20.52,2.35,Tropical
City 396,61.0,32.63,2.46,9.93,428.64,17712.79,70.36,233.63,3.88,Polar
City 397,51.59,57.97,3.81,6.47,660.05,5213.54,73.65,78.26,3.01,Temperate
City 398,-4.23,-151.76,6.03,2.47,1061.89,294.53,74.79,18.85,2.25,Equatorial
City 399,37.61,16.02,3.92,9.89,698.18,18283.01,71.86,269.18,4.14,Subtropical
City 400,38.09,75.36,3.85,8.43,690.85,11438.73,71.2,161.32,3.6,Subtropical
City 401,-46.59,-119.76,4.28,8.64,761.7,12620.31,78.7,192.18,3.84,Temperate
City 402,57.33,101.03,3.46,11.93,602.64,32640.96,79.39,509.17,5.01,Temperate
City 403,5.68,30.16,6.85,5.77,1207.26,3543.79,70.79,67.24,3.23,Equatorial
City 404,47.44,162.8,4.22,12.36,752.68,36306.48,73.49,502.88,5.16,Temperate
City 405,-18.39,-164.73,5.27,4.69,922.25,1986.17,79.58,42.96,2.78,Tropical
City 406,56.42,-84.48,3.23,8.57,555.24,12243.94,70.83,180.81,3.57,Temperate
City 407,-9.4,36.56,6.28,1.69,1078.11,92.48,76.44,16.43,2.11,Equatorial
City 408,-58.59,-73.24,3.32,8.79,564.76,13525.81,79.72,213.68,3.78,Temperate
City 409,57.7,77.19,2.9,12.18,514.43,33253.23,79.78,497.84,4.98,Temperate
City 410,-48.13,93.24,3.44,12.06,588.32,34937.58,74.71,527.25,5.02,Temperate
City 411,-18.49,-143.09,5.98,8.25,1030.53,10710.63,71.63,167.89,3.88,Tropical
City 412,63.51,4.99,2.99,5.87,517.64,3903.2,72.02,62.5,2.71,Polar
City 413,63.58,3.2,2.22,13.07,389.02,40592.83,78.9,602.35,5.25,Polar
City 414,14.55,-47.06,5.95,1.0,1035.38,18.76,79.12,15.69,1.91,Equatorial
City 415,22.14,155.85,4.92,8.46,869.78,11827.18,76.08,178.56,3.84,Tropical
City 416,-1.7,117.9,5.63,3.25,960.54,666.9,77.66,25.0,2.43,Equatorial
City 417,-21.88,71.0,5.57,7.94,953.54,9066.09,77.4,153.78,3.78,Tropical
City 418,-17.27,77.16,6.1,2.4,1066.63,262.71,76.62,19.19,2.26,Tropical
City 419,27.43,-13.78,5.21,9.67,903.45,16439.17,78.27,262.17,4.33,Tropical
City 420,37.81,151.56,3.38,4.12,584.36,1396.52,76.85,27.91,2.32,Subtropical
City 421,42.91,70.05,3.82,6.62,652.17,5741.17,75.34,90.89,3.09,Subtropical
City 422,42.65,82.43,2.91,5.77,519.92,3465.54,72.37,55.56,2.66,Subtropical
City 423,-48.14,130.21,4.31,4.43,763.37,1712.57,77.44,35.99,2.55,Temperate
City 424,4.27,-81.33,6.16,4.66,1054.31,2012.48,74.73,42.89,2.86,Equatorial
City 425,-52.52,110.55,3.95,13.77,674.32,48811.31,72.95,649.85,5.68,Temperate
City 426,11.44,-109.71,6.67,11.81,1199.32,32029.44,78.02,508.35,5.43,Equatorial
City 427,-2.6,-55.68,6.37,4.5,1125.87,1724.26,76.97,43.39,2.87,Equatorial
City 428,55.4,-59.18,2.56,12.33,445.1,36214.14,79.37,580.18,5.09,Temperate
City 429,-14.38,172.27,6.17,6.02,1091.93,4072.13,71.65,71.93,3.21,Equatorial
City 430,-44.78,128.35,3.44,9.73,611.38,17150.59,76.49,259.47,4.07,Subtropical
City 431,-41.41,72.42,4.15,7.29,738.31,7289.63,72.44,107.81,3.3,Subtropical
City 432,39.0,81.74,4.03,8.39,704.16,10792.25,79.04,181.71,3.73,Subtropical
City 433,20.37,22.35,4.68,7.38,816.35,7904.91,70.99,118.75,3.4,Tropical
City 434,-46.85,160.95,2.6,7.24,443.13,7093.54,76.56,111.72,3.11,Temperate
City 435,-49.07,-1.35,3.68,8.71,659.47,12435.1,77.91,197.56,3.77,Temperate
City 436,31.13,-43.01,4.54,6.97,799.26,6690.41,73.55,108.47,3.28,Subtropical
City 437,-50.54,-121.31,3.19,11.12,548.02,26117.05,79.54,382.19,4.59,Temperate
City 438,46.84,103.03,4.07,6.02,729.15,4162.62,78.51,70.82,2.97,Temperate
City 439,31.81,84.4,5.36,7.05,960.23,6984.38,72.95,112.03,3.42,Subtropical
City 440,-49.42,-41.63,3.4,13.72,612.35,51095.22,70.08,717.09,5.66,Temperate
City 441,-48.97,-170.93,3.4,11.81,608.03,30187.1,72.97,435.26,4.8,Temperate
City 442,68.26,122.04,2.47,14.2,444.84,54240.63,72.81,749.66,5.72,Polar
City 443,-11.34,-175.89,5.53,5.2,953.18,2796.91,78.9,55.4,2.96,Equatorial
City 444,-11.82,73.33,6.28,5.98,1121.28,4016.85,79.67,79.73,3.31,Equatorial
City 445,45.66,169.29,4.08,11.07,727.08,25440.11,70.7,360.45,4.58,Temperate
City 446,63.14,-22.44,2.92,14.21,503.17,52821.64,74.71,765.5,5.83,Polar
City 447,68.18,-95.41,1.5,5.94,256.48,3818.53,75.48,57.16,2.54,Polar
City 448,37.94,73.75,3.96,4.51,712.63,1781.47,70.93,35.12,2.45,Subtropical
City 449,-11.09,114.17,5.78,8.38,1000.55,11508.15,73.77,176.29,3.92,Equatorial
City 450,-49.14,16.71,3.61,8.22,645.1,11082.99,73.17,168.04,3.55,Temperate
City 451,41.03,168.13,4.37,6.42,742.8,5181.0,75.36,82.27,3.1,Subtropical
City 452,12.59,-161.4,6.87,2.12,1168.81,177.11,76.61,19.27,2.31,Equatorial
City 453,-4.85,1.73,6.41,3.1,1120.08,537.36,77.03,25.22,2.5,Equatorial
City 454,57.83,78.64,2.7,6.28,466.03,4938.42,71.37,69.81,2.77,Temperate
City 455,-45.54,130.55,4.39,13.78,776.01,48904.69,78.13,738.45,5.93,Temperate
City 456,4.04,-115.47,6.87,4.35,1205.95,1530.92,76.79,39.85,2.89,Equatorial
City 457,-58.52,108.0,3.54,9.71,604.06,18123.92,78.89,288.14,4.14,Temperate
City 458,0.93,18.97,7.08,5.56,1215.04,3299.91,74.49,62.44,3.24,Equatorial
City 459,-52.68,-37.24,2.73,11.67,475.35,29320.37,78.94,433.67,4.73,Temperate
City 460,-44.55,-132.58,3.21,10.82,552.46,25054.11,78.66,399.86,4.53,Subtropical
City 461,-44.72,131.51,3.09,11.16,550.44,27751.86,74.38,403.02,4.56,Subtropical
City 462,24.4,-123.38,5.62,4.86,979.34,2089.52,73.81,41.25,2.82,Tropical
City 463,36.99,-68.48,5.01,6.95,855.58,6632.76,79.33,109.22,3.41,Subtropical
City 464,15.84,-75.58,6.82,7.51,1191.74,7943.46,77.15,140.94,3.83,Tropical
City 465,65.08,133.71,2.87,9.19,489.79,14783.14,79.28,222.69,3.82,Polar
City 466,-11.27,62.17,6.79,5.11,1163.52,2652.01,77.97,57.18,3.11,Equatorial
City 467,-22.86,106.81,5.11,7.28,880.94,7704.44,76.09,123.08,3.49,Tropical
City 468,52.92,-89.83,2.72,11.25,485.34,26408.89,71.16,378.37,4.46,Temperate
City 469,-30.93,44.95,5.26,2.65,942.79,342.53,72.91,18.28,2.17,Subtropical
City 470,65.22,25.83,2.64,12.31,471.24,33867.5,79.69,525.22,5.02,Polar
City 471,-58.42,119.82,2.96,9.26,513.84,15173.17,73.19,206.92,3.77,Temperate
City 472,66.08,146.19,2.57,12.38,443.52,34180.78,70.93,485.29,4.88,Polar
City 473,-54.39,-175.62,3.35,11.38,588.66,27750.91,77.08,412.6,4.7,Temperate
City 474,55.85,62.65,3.73,13.6,661.47,45694.22,77.34,712.12,5.75,Temperate
City 475,8.6,-161.34,7.05,8.24,1267.71,10538.37,72.85,163.35,4.03,Equatorial
City 476,69.09,17.59,2.44,14.27,417.35,52592.15,72.98,750.03,5.74,Polar
City 477,-50.41,-76.45,3.89,12.65,663.98,39816.86,74.69,548.41,5.26,Temperate
City 478,12.0,-69.56,6.42,5.93,1135.44,3838.16,70.22,68.07,3.2,Equatorial
City 479,66.01,-52.93,2.15,10.68,383.17,22736.15,77.89,336.32,4.25,Polar
City 480,8.0,43.67,6.82,6.98,1216.78,6719.66,73.17,108.61,3.61,Equatorial
City 481,21.82,-59.74,4.78,8.01,844.19,10026.6,78.54,155.7,3.7,Tropical
City 482,30.45,83.77,5.4,6.27,968.73,4549.33,78.03,78.76,3.23,Subtropical
City 483,-0.91,-34.37,6.34,5.1,1110.03,2411.08,76.61,49.56,3.02,Equatorial
City 484,21.58,-155.39,5.63,6.07,1008.93,4346.9,73.25,73.19,3.16,Tropical
City 485,15.96,102.15,5.46,3.46,981.07,778.8,75.16,26.17,2.44,Tropical
City 486,57.15,-77.13,3.28,12.94,584.7,42332.56,74.45,598.65,5.32,Temperate
City 487,-54.09,-24.2,3.2,9.55,553.32,16438.91,73.39,242.53,3.93,Temperate
City 488,-23.47,66.76,4.56,11.47,784.04,28200.76,78.48,413.22,4.91,Tropical
City 489,63.55,-60.32,2.76,6.29,484.61,4707.65,74.84,74.53,2.82,Polar
City 490,55.73,-159.63,2.81,8.18,490.37,10677.42,78.33,165.88,3.47,Temperate
City 491,-0.76,-45.39,7.39,4.16,1320.64,1423.75,71.05,38.91,2.86,Equatorial
City 492,20.62,160.0,5.56,8.91,950.33,12781.89,71.41,193.11,4.02,Tropical
City 493,-23.94,51.02,5.52,7.39,952.95,7696.03,79.77,130.47,3.62,Tropical
City 494,-35.54,61.73,4.03,8.33,715.95,10444.41,75.88,165.56,3.66,Subtropical
City 495,0.28,47.62,6.69,1.21,1142.92,33.54,75.1,16.24,2.03,Equatorial
City 496,-14.06,-108.36,5.79,2.51,1002.21,314.16,75.23,18.94,2.24,Equatorial
City 497,15.88,-29.4,6.32,6.39,1098.36,4893.9,72.15,78.47,3.34,Tropical
City 498,-49.89,90.34,4.35,5.58,765.89,3449.84,77.19,60.84,2.88,Temperate
City 499,66.67,-143.51,1.93,9.34,331.22,15680.75,70.85,209.32,3.62,Polar
City 500,68.21,-79.97,2.76,12.07,493.65,34963.11,75.73,521.96,4.93,Polar
City 501,30.76,-80.53,3.76,4.62,656.36,1924.69,75.71,37.09,2.5,Subtropical
City 502,9.69,-24.47,5.72,8.98,1025.65,13196.16,79.14,219.5,4.17,Equatorial
City 503,-19.76,172.93,5.14,9.04,897.38,13621.09,75.26,207.94,4.05,Tropical
City 504,45.79,-155.7,3.12,4.65,538.67,1890.02,71.37,31.5,2.37,Temperate
City 505,29.02,6.73,4.18,4.57,716.04,1751.13,75.73,36.38,2.55,Tropical
City 506,-38.86,-115.43,4.49,2.17,762.84,194.46,70.91,13.35,1.91,Subtropical
City 507,58.42,169.44,2.8,7.89,491.52,9288.44,72.04,139.55,3.3,Temperate
City 508,46.93,-139.21,3.9,10.61,667.97,23776.29,70.31,329.03,4.39,Temperate
City 509,63.47,-34.7,2.9,9.31,504.72,15238.24,75.13,230.73,3.83,Polar
City 510,34.34,85.64,4.73,8.59,831.75,12389.22,70.85,182.68,3.8,Subtropical
City 511,19.74,73.64,5.95,2.17,1027.35,202.78,74.69,16.83,2.16,Tropical
City 512,-5.63,-27.82,6.57,6.56,1128.63,5570.89,79.33,97.41,3.51,Equatorial
City 513,61.25,-55.25,2.12,8.74,376.59,12286.21,77.2,177.34,3.52,Polar
City 514,52.59,-36.86,3.85,9.29,690.54,15223.51,70.77,209.94,3.89,Temperate
City 515,-54.12,-84.86,2.92,9.18,498.81,14463.07,72.24,204.79,3.73,Temperate
City 516,-56.57,-106.08,2.57,6.48,441.27,5111.47,76.74,85.2,2.88,Temperate
City 517,-11.06,-6.11,6.14,2.22,1102.18,205.74,78.95,19.48,2.25,Equatorial
City 518,45.37,-83.33,3.37,10.96,573.76,25849.94,70.33,361.5,4.45,Temperate
City 519,68.35,-76.51,2.01,11.83,360.82,31314.27,78.12,479.75,4.72,Polar
City 520,-40.45,56.43,4.34,10.67,738.14,23136.22,75.62,332.34,4.53,Subtropical
City 521,17.24,168.67,5.97,6.54,1066.63,5572.79,75.46,90.77,3.37,Tropical
City 522,-10.48,37.31,5.82,5.41,1006.8,2862.6,79.58,58.79,3.06,Equatorial
City 523,66.09,-152.29,2.13,6.29,382.08,4731.01,77.48,76.85,2.76,Polar
City 524,49.48,-152.79,4.07,8.27,705.47,11063.14,78.5,184.74,3.7,Temperate
City 525,48.98,162.51,3.82,8.83,674.29,12599.71,73.54,182.71,3.75,Temperate
City 526,0.93,-72.98,7.5,8.98,1281.0,13900.78,75.54,227.0,4.4,Equatorial
City 527,-6.07,-146.86,7.16,6.32,1235.4,4675.25,76.15,84.46,3.49,Equatorial
City 528,-24.46,35.66,5.86,10.29,1041.56,21476.07,73.22,319.49,4.61,Tropical
City 529,-52.67,44.51,2.62,10.76,459.09,23245.02,75.7,344.47,4.32,Temperate
City 530,52.41,53.46,3.71,7.46,665.66,7755.89,72.37,110.34,3.28,Temperate
City 531,45.68,-83.74,3.78,8.86,658.12,13353.58,71.43,181.73,3.73,Temperate
City 532,69.96,-174.56,1.83,11.59,326.5,28572.07,73.74,384.46,4.46,Polar
City 533,69.56,167.41,2.21,8.61,386.43,11846.02,77.39,177.43,3.5,Polar
City 534,12.21,-89.68,6.62,4.26,1189.9,1455.61,79.16,40.82,2.86,Equatorial
City 535,39.97,63.37,4.45,7.48,799.69,7836.76,74.58,118.16,3.42,Subtropical
City 536,62.82,74.39,2.16,14.3,374.9,55658.74,76.43,822.75,5.85,Polar
City 537,50.45,39.6,3.84,3.84,686.72,1090.15,71.03,23.45,2.25,Temperate
City 538,-27.84,-67.35,4.73,9.8,844.56,18002.74,79.04,291.91,4.34,Tropical
City 539,-1.43,-82.41,7.01,1.8,1206.17,112.78,75.69,19.56,2.24,Equatorial
City 540,-43.21,35.16,3.82,4.89,673.9,2177.69,77.8,43.38,2.61,Subtropical
City 541,64.03,131.79,2.41,13.35,411.23,43453.06,77.94,651.3,5.41,Polar
City 542,18.8,160.82,6.07,7.71,1082.14,8947.08,72.56,135.14,3.72,Tropical
City 543,-30.28,-141.87,4.36,10.16,748.91,20686.5,75.29,316.63,4.38,Subtropical
City 544,27.32,-124.26,6.06,8.73,1034.51,12334.45,79.6,195.52,4.13,Tropical
City 545,20.36,160.11,4.66,11.19,811.63,26328.49,70.9,357.5,4.69,Tropical
City 546,-13.44,85.15,5.76,6.74,1012.51,5818.38,76.83,96.4,3.42,Equatorial
City 547,-45.24,137.88,4.02,8.13,717.5,10255.48,79.62,169.05,3.65,Temperate
City 548,27.3,-107.05,5.38,7.59,967.17,8439.69,73.01,133.04,3.59,Tropical
City 549,7.64,31.53,6.41,7.87,1118.74,8823.52,78.61,150.89,3.89,Equatorial
City 550,40.4,72.41,4.14,6.09,706.85,4395.19,79.34,76.22,3.02,Subtropical
City 551,7.62,64.84,6.67,3.13,1184.18,557.04,77.47,24.55,2.55,Equatorial
City 552,50.78,-33.07,3.33,8.31,584.85,10851.03,72.31,163.92,3.51,Temperate
City 553,11.75,-174.46,6.87,1.0,1199.41,19.66,73.34,17.0,1.99,Equatorial
City 554,12.92,29.85,6.52,5.64,1127.72,3386.51,70.36,59.76,3.13,Equatorial
City 555,53.96,-88.88,3.66,4.68,640.39,1877.04,78.31,37.81,2.53,Temperate
City 556,-7.55,-17.91,5.99,4.89,1038.35,2331.34,78.5,48.63,2.93,Equatorial
City 557,-42.58,164.73,3.98,10.42,706.7,22383.42,76.33,321.9,4.41,Subtropical
City 558,-56.26,-36.35,2.91,8.43,510.82,11722.69,73.53,169.2,3.51,Temperate
City 559,38.17,122.33,3.83,12.01,683.87,32604.1,70.77,434.74,4.89,Subtropical
City 560,20.64,-112.13,5.74,2.41,1006.17,257.99,77.53,18.12,2.22,Tropical
City 561,31.53,62.09,4.52,10.13,779.87,20675.65,77.27,327.99,4.43,Subtropical
City 562,-32.31,171.72,5.07,8.92,904.28,13527.69,79.13,217.67,4.06,Subtropical
City 563,-42.27,-143.32,3.51,3.94,615.54,1202.53,77.31,26.66,2.3,Subtropical
City 564,-58.11,-177.0,3.79,16.59,652.46,85280.34,78.29,1303.7,7.37,Temperate
City 565,-14.42,-23.91,5.54,5.28,976.73,2752.96,77.46,57.5,2.97,Equatorial
City 566,16.69,-146.65,5.94,3.48,1031.29,838.2,76.31,26.0,2.52,Tropical
City 567,-9.01,89.42,6.77,1.38,1207.24,50.39,74.27,18.37,2.08,Equatorial
City 568,-3.13,149.24,6.5,3.76,1133.71,973.95,79.02,31.92,2.71,Equatorial
City 569,57.54,-23.75,3.4,9.44,602.41,15489.83,76.51,225.22,3.94,Temperate
City 570,-14.73,-86.86,5.35,5.73,915.39,3566.4,73.98,61.65,3.03,Equatorial
City 571,6.82,-23.61,7.25,3.94,1261.0,1103.92,70.83,31.77,2.77,Equatorial
City 572,41.87,80.44,4.08,9.77,732.97,17652.04,72.91,259.8,4.13,Subtropical
City 573,-8.45,-176.74,6.11,3.88,1088.16,1096.83,75.44,30.47,2.64,Equatorial
City 574,20.87,32.2,5.39,1.25,924.82,38.17,72.76,13.36,1.83,Tropical
City 575,52.11,40.79,3.76,8.84,649.12,12913.19,72.21,189.7,3.74,Temperate
City 576,63.44,49.57,2.27,4.43,392.89,1729.95,75.27,30.2,2.23,Polar
City 577,-40.88,-92.87,3.76,8.97,664.31,13263.11,71.7,196.98,3.78,Subtropical
City 578,60.46,77.06,2.66,7.6,471.85,8411.75,78.0,136.78,3.26,Polar
City 579,3.98,-147.1,6.13,4.81,1088.62,2017.93,74.84,44.04,2.89,Equatorial
City 580,-26.43,-108.26,6.06,9.93,1061.15,19050.31,75.74,303.82,4.55,Tropical
City 581,-0.31,135.89,6.69,1.66,1192.42,91.33,71.47,16.65,2.11,Equatorial
City 582,67.4,85.94,2.7,13.39,470.37,47183.69,73.25,628.52,5.38,Polar
City 583,4.04,-175.05,6.82,3.32,1168.18,699.72,74.1,25.97,2.58,Equatorial
