City,Latitude,Longitude,Solar_Irradiance_kWh/m²/day,Wind_Speed_m/s,PV_Power_kW,Wind_Power_kW,System_Efficiency_%,Hydrogen_Production_kg/day,Feasibility_Score,Latitude_Band,Total_Renewable_Power_kW,PV_to_Wind_Ratio,Efficiency_Factor,H2_per_kW,Latitude_Abs
City 168,-35.75,-134.8,4.89,10.55,867.61,21335.97,79.16,349.89,4.64,Subtropical,22203.58,0.04066228710074579,276.972924,0.01575826961237782,35.75
City 169,-54.7,-173.9,3.02,9.1,521.95,13965.76,79.56,221.59,3.83,Temperate,14487.710000000001,0.03737087198462636,176.29700400000002,0.015295032824373209,54.7
City 170,16.82,97.26,5.7,1.0,974.66,18.19,79.27,15.43,1.88,Tropical,992.85,50.789994788952576,12.231361,0.01554111900085612,16.82
City 171,28.08,110.58,5.53,3.31,959.13,675.09,72.62,22.33,2.38,Tropical,1634.22,1.418642488426097,16.216046,0.013664010965475884,28.08
City 172,-57.84,-136.73,2.59,9.16,451.6,15184.29,72.32,210.79,3.69,Temperate,15635.890000000001,0.029739306921369297,152.44332799999998,0.013481164167821594,57.84
City 173,6.57,-84.39,5.77,1.75,981.61,100.12,72.98,14.94,2.01,Equatorial,1081.73,9.707377373417721,10.903212000000002,0.013811209821304762,6.57
City 174,-30.56,-173.68,4.78,6.02,851.69,4176.34,74.41,68.45,3.03,Subtropical,5028.030000000001,0.2038833324555818,50.933645,0.013613681700387625,30.56
City 175,23.87,-74.41,5.09,6.47,883.03,5105.7,73.14,81.97,3.19,Tropical,5988.73,0.17291597313333465,59.952858,0.013687376121481517,23.87
City 176,-37.33,98.33,3.9,11.39,686.27,27945.61,73.74,416.26,4.75,Subtropical,28631.88,0.02455646677718693,306.95012399999996,0.014538339780692012,37.33
City 177,29.82,6.47,4.82,6.26,823.78,4882.12,76.21,78.6,3.13,Tropical,5705.9,0.1686995199790298,59.90105999999999,0.013775215128200635,29.82
City 178,-9.72,-54.69,6.57,7.65,1127.55,8336.12,77.63,134.45,3.82,Equatorial,9463.67,0.13524454487880705,104.37353499999999,0.014206961992546232,9.72
City 179,61.77,-46.17,2.67,13.75,477.85,50047.91,77.36,713.3,5.63,Polar,50525.76,0.009547660478519912,551.80888,0.014117551126395723,61.77
City 180,-42.12,-179.51,4.2,11.8,740.43,30939.21,78.14,465.56,5.01,Subtropical,31679.64,0.0239309946506504,363.78858399999996,0.014695874069276041,42.12
City 181,-15.66,-72.07,6.81,6.28,1222.49,4484.17,70.32,80.24,3.36,Tropical,5706.66,0.2725626899314853,56.42476799999999,0.014060764089677675,15.66
City 182,-45.25,52.73,3.66,3.62,658.96,897.79,70.48,20.13,2.16,Temperate,1556.75,0.733163475339067,14.187624000000001,0.012930785289866709,45.25
City 183,60.21,170.71,2.92,11.17,508.03,27375.72,77.89,397.27,4.57,Polar,27883.75,0.018557007559707663,309.433603,0.014247366297574752,60.21
City 184,54.05,124.94,2.96,12.03,512.32,31653.38,75.33,480.5,4.88,Temperate,32165.7,0.01618480602052544,361.96065000000004,0.014938272756383352,54.05
City 185,-26.47,-171.51,4.72,6.44,843.64,4854.03,75.78,85.34,3.17,Tropical,5697.67,0.17376617652208123,64.670652,0.01497805243195903,26.47
City 186,25.8,143.48,4.9,10.94,882.24,23978.64,70.53,316.73,4.6,Tropical,24860.88,0.03679121121084387,223.38966900000003,0.012740096086703286,25.8
City 187,46.24,101.95,3.52,10.77,621.25,24419.83,72.55,354.34,4.44,Temperate,25041.08,0.0254393482940588,257.07367,0.01415034814792333,46.24
City 188,12.18,100.94,6.33,6.64,1125.97,5689.11,76.38,100.52,3.47,Equatorial,6815.08,0.1978819390134813,76.777176,0.014749643437787964,12.18
City 189,8.85,-15.12,7.5,7.6,1333.63,8402.3,78.59,149.48,3.98,Equatorial,9735.93,0.15870312853283833,117.476332,0.015353438243701422,8.85
City 190,-28.56,-36.72,4.64,7.69,805.78,8609.28,79.17,141.54,3.58,Tropical,9415.060000000001,0.09358348392851334,112.05721799999999,0.015033361444324303,28.56
City 191,-47.9,-70.95,3.44,2.56,604.37,330.88,75.0,14.02,1.9,Temperate,935.25,1.8210497770278413,10.515,0.014990644212777331,47.9
City 192,56.64,-156.35,3.0,8.42,535.66,11643.63,75.45,166.22,3.53,Temperate,12179.289999999999,0.04600060285298889,125.41299000000001,0.013647757792120888,56.64
City 193,57.05,-97.84,3.2,12.7,566.74,40181.61,78.33,589.49,5.27,Temperate,40748.35,0.014104111206315368,461.747517,0.014466598034030826,57.05
City 194,22.3,-91.22,5.57,4.21,948.17,1465.9,75.38,34.2,2.65,Tropical,2414.07,0.6463767127956915,25.779960000000003,0.014166946277448458,22.3
City 195,-15.93,-5.73,6.53,5.03,1131.6,2460.09,75.17,51.03,3.02,Tropical,3591.69,0.45979626913278254,38.359251,0.01420779632986143,15.93
City 196,-14.6,89.08,4.76,2.85,816.87,437.05,79.05,19.67,2.21,Equatorial,1253.92,1.8647871247574477,15.549135000000001,0.01568680617583259,14.6
City 197,34.37,-9.43,3.4,11.9,585.98,33223.89,77.9,503.58,4.97,Subtropical,33809.87,0.01763677772898571,392.28882000000004,0.014894467207356904,34.37
City 198,56.62,-159.18,2.79,13.87,499.27,52926.56,79.09,764.4,5.77,Temperate,53425.829999999994,0.00943308174418016,604.56396,0.014307686001321833,56.62
City 199,55.32,164.8,3.68,7.32,626.3,7085.81,72.18,104.74,3.23,Temperate,7712.110000000001,0.08837544678070951,75.601332,0.013581237819481307,55.32
City 200,41.38,159.38,3.32,8.51,571.75,11143.6,75.24,166.01,3.6,Subtropical,11715.35,0.05130287314035497,124.90592399999997,0.014170297942443033,41.38
City 201,23.46,102.67,3.85,4.65,667.06,1996.37,78.42,41.63,2.56,Tropical,2663.43,0.33396916945783706,32.646246,0.01563022118095839,23.46
City 202,-49.06,176.88,3.85,10.44,678.47,21134.33,71.11,297.79,4.31,Temperate,21812.800000000003,0.03210122576747086,211.758469,0.013652075845375191,49.06
City 203,-38.99,16.01,4.39,9.17,770.21,15241.74,77.95,240.52,4.05,Subtropical,16011.95,0.050529629187403315,187.48534000000004,0.01502128098076749,38.99
City 204,56.81,166.6,2.48,11.71,426.68,30155.23,71.83,426.74,4.62,Temperate,30581.91,0.014148983477046037,306.527342,0.013954000910996077,56.81
City 205,18.84,-152.78,5.19,6.71,890.61,5518.29,78.08,97.78,3.34,Tropical,6408.9,0.16136314634672214,76.346624,0.01525690836180936,18.84
City 206,-58.8,-48.35,2.4,17.22,413.48,92716.56,76.12,1366.07,7.4,Temperate,93130.04,0.004459565156805248,1039.852484,0.01466841418730197,58.8
City 207,-46.81,-98.86,3.78,6.11,661.36,4179.36,71.93,64.33,2.88,Temperate,4840.719999999999,0.1582064702561502,46.272569000000004,0.0132893453866367,46.81
City 208,26.26,-109.5,4.85,2.35,837.48,239.79,74.73,15.9,2.05,Tropical,1077.27,3.47805141409527,11.88207,0.014759531036787435,26.26
City 209,-59.34,-129.31,3.09,8.95,555.14,13611.69,76.82,211.83,3.76,Temperate,14166.83,0.04078106531479083,162.727806,0.014952533488437428,59.34
City 210,-39.09,44.07,2.84,3.99,495.28,1232.06,76.34,25.69,2.2,Subtropical,1727.34,0.40166739655815614,19.611746000000004,0.01487257864693691,39.09
City 211,11.34,101.28,5.78,1.4,985.67,55.09,74.27,15.45,1.94,Equatorial,1040.76,17.573007666250668,11.474714999999998,0.014844921019255159,11.34
City 212,29.95,28.19,4.34,4.49,769.58,1710.81,78.99,38.41,2.59,Tropical,2480.39,0.44957092200653115,30.340058999999997,0.015485468011078902,29.95
City 213,24.75,-127.09,5.14,4.17,890.53,1380.38,75.19,33.57,2.58,Tropical,2270.91,0.6446669272756228,25.241283,0.014782620183098406,24.75
City 214,-30.84,112.0,4.57,4.7,807.09,1974.59,75.06,41.55,2.64,Subtropical,2781.68,0.40853112234826056,31.18743,0.01493701647924995,30.84
City 215,32.58,48.94,5.12,8.55,884.39,11941.03,70.62,165.78,3.82,Subtropical,12825.42,0.07405692332040699,117.07383600000001,0.012925892485392292,32.58
City 216,-29.16,-40.26,4.03,5.65,707.98,3433.81,79.22,62.33,2.87,Tropical,4141.79,0.20611911575895028,49.377826,0.015049048841201508,29.16
City 217,-17.7,62.69,5.78,5.32,1027.92,2714.44,71.77,51.47,2.95,Tropical,3742.36,0.378546386589282,36.940019,0.01375335349886168,17.7
City 218,37.04,-86.43,4.69,9.94,840.12,17681.17,75.28,260.16,4.29,Subtropical,18521.289999999997,0.04751226800782936,195.84844800000002,0.014046537795153581,37.04
City 219,24.45,-55.73,6.22,4.53,1073.07,1690.78,78.04,42.44,2.86,Tropical,2763.85,0.634284599652437,33.120176,0.015355391935162907,24.45
City 220,50.4,150.29,3.23,8.38,560.12,10706.58,72.15,158.73,3.51,Temperate,11266.7,0.052310606131357414,114.523695,0.014088419856745985,50.4
City 221,25.49,-75.42,5.38,7.46,939.22,8069.11,75.27,131.83,3.58,Tropical,9008.33,0.11638255240634887,99.228441,0.014634232982139865,25.49
City 222,13.88,-10.8,5.13,1.0,919.03,18.41,72.41,13.57,1.73,Equatorial,937.4399999999999,47.348274085522924,9.826037,0.014475593104625364,13.88
City 223,-47.82,140.45,2.46,2.82,439.74,443.78,77.6,12.7,1.85,Temperate,883.52,0.9886685552407933,9.855199999999998,0.01437432089822528,47.82
City 224,-12.2,74.78,6.57,6.08,1122.57,4474.02,75.64,82.43,3.34,Equatorial,5596.59,0.25085251015637916,62.350052000000005,0.014728611529520656,12.2
City 225,-25.52,-157.61,5.21,7.78,892.67,9404.23,78.56,154.53,3.7,Tropical,10296.9,0.0949120861478135,121.398768,0.015007429420505201,25.52
City 226,-28.28,-126.97,5.61,11.99,981.42,34252.39,78.95,518.09,5.34,Tropical,35233.81,0.028651762643055183,409.032055,0.014704342221292561,28.28
City 227,66.49,-177.18,1.66,11.04,283.78,24981.67,76.49,354.05,4.28,Polar,25265.449999999997,0.011359074110173171,270.812845,0.014013207760004276,66.49
City 228,-8.9,47.13,6.64,6.94,1151.25,6354.86,77.25,114.77,3.62,Equatorial,7506.11,0.18113205766017504,88.659825,0.015290210242056138,8.9
City 229,55.97,-18.84,4.02,9.11,688.81,13864.87,75.49,210.85,3.91,Temperate,14553.68,0.04967665209611802,159.17066499999999,0.014487744680383243,55.97
City 230,22.05,-131.66,5.67,6.95,999.34,6577.88,73.84,109.95,3.45,Tropical,7577.22,0.1519012354686512,81.18708000000001,0.014510598873993363,22.05
City 231,43.33,164.86,4.11,12.5,736.92,38633.07,76.48,574.83,5.31,Subtropical,39369.99,0.019074355872938056,439.62998400000004,0.014600714910011409,43.33
City 232,5.34,10.68,6.63,1.0,1193.23,19.7,79.08,17.69,2.01,Equatorial,1212.93,57.64396135265701,13.989252,0.014584518480044191,5.34
City 233,15.0,-92.92,5.16,6.53,897.38,5262.5,74.17,85.32,3.24,Equatorial,6159.88,0.17049111807732498,63.28184399999999,0.013850919173750137,15.0
City 234,4.03,0.22,7.4,9.74,1301.6,18043.66,73.14,265.5,4.61,Equatorial,19345.26,0.07213214324902768,194.18670000000003,0.013724292152186119,4.03
City 235,-34.62,64.66,4.27,8.17,762.69,9911.33,73.88,157.3,3.62,Subtropical,10674.02,0.07694356422758322,116.21324,0.014736715876492643,34.62
City 236,33.92,-152.55,4.88,11.52,834.98,27629.72,74.35,381.2,4.88,Subtropical,28464.7,0.030219263196905474,283.4222,0.013392025912797253,33.92
City 237,-23.5,-81.11,4.57,4.78,809.03,2126.3,70.74,41.47,2.62,Tropical,2935.33,0.3803083721148874,29.335877999999997,0.01412788340663571,23.5
City 238,-56.84,110.51,2.43,9.6,423.3,16697.58,74.98,256.26,3.87,Temperate,17120.88,0.0253494608523599,192.14374800000002,0.014967688576755398,56.84
City 239,23.91,-14.52,6.04,6.47,1039.9,5426.83,74.94,96.89,3.37,Tropical,6466.73,0.1915866930246526,72.609366,0.014982842951538105,23.91
City 240,-36.98,16.77,4.24,2.15,737.54,181.73,75.88,13.22,1.92,Subtropical,919.27,4.036228315000273,10.031336,0.014380976209383533,36.98
City 241,62.26,-24.19,3.37,7.31,575.2,7685.41,73.63,121.2,3.22,Polar,8260.61,0.07483337474841963,89.23956,0.014672039958308163,62.26
City 242,64.01,-164.2,2.48,7.66,438.87,8517.93,76.13,128.14,3.22,Polar,8956.800000000001,0.05151703324243772,97.55298199999999,0.014306448731689885,64.01
City 243,58.93,-120.33,1.95,11.95,337.08,33526.41,78.78,481.61,4.76,Temperate,33863.490000000005,0.010053863391177545,379.41235800000004,0.014222101738479995,58.93
City 244,-11.88,-19.61,6.61,7.37,1145.06,7854.52,79.55,132.09,3.77,Equatorial,8999.58,0.14576501619243537,105.077595,0.014677351609741788,11.88
City 245,-57.99,-104.69,2.65,10.61,452.97,23681.46,75.84,364.05,4.32,Temperate,24134.43,0.019126813684051405,276.09552,0.015084259292637117,57.99
City 246,60.68,-162.01,3.1,12.13,554.1,33175.92,70.43,428.24,4.8,Polar,33730.02,0.016701369506271227,301.609432,0.012696108688936444,60.68
City 247,-4.34,123.71,6.71,4.02,1173.65,1295.89,79.69,37.57,2.82,Equatorial,2469.54,0.9049726653764004,29.939533,0.015213359573037894,4.34
City 248,65.67,173.23,1.63,13.57,286.76,45750.79,77.06,643.93,5.33,Polar,46037.55,0.006267732912745053,496.21245799999997,0.013987060562519072,65.67
City 249,65.27,105.53,2.51,10.55,441.56,21322.97,73.36,296.54,4.16,Polar,21764.530000000002,0.020707213525436398,217.541744,0.013624920914901447,65.27
City 250,50.89,127.36,4.54,9.23,789.69,14850.98,71.47,203.18,3.97,Temperate,15640.67,0.05317068835266409,145.212746,0.012990492095287479,50.89
City 251,-21.72,-92.89,5.73,5.51,984.44,3284.99,71.43,60.14,3.0,Tropical,4269.43,0.29958703465317915,42.95800200000001,0.014086189491337251,21.72
City 252,-9.94,165.83,6.28,6.7,1113.62,5710.91,71.68,93.83,3.43,Equatorial,6824.53,0.19496455651437083,67.257344,0.013748932160896062,9.94
City 253,50.65,-109.11,3.99,8.01,683.77,10109.72,70.46,150.6,3.5,Temperate,10793.49,0.06762822034434739,106.11275999999998,0.01395285491532396,50.65
City 254,-18.8,162.51,5.79,8.32,990.2,11211.66,79.02,186.83,3.97,Tropical,12201.86,0.08831089143878437,147.63306599999999,0.015311600034748801,18.8
City 255,-37.97,178.13,4.45,4.97,787.6,2256.01,75.41,45.77,2.7,Subtropical,3043.61,0.34895724874945167,34.515157,0.015038063352400604,37.97
City 256,12.38,76.22,5.59,2.49,961.51,307.6,77.0,18.59,2.22,Equatorial,1269.1100000000001,3.1157161373946853,14.314300000000001,0.014648060451812685,12.38
City 257,61.7,173.21,2.8,11.89,484.23,30449.87,78.28,466.81,4.83,Polar,30934.1,0.01590200871108116,365.418868,0.015090466507834396,61.7
City 258,30.48,25.03,5.38,6.83,940.84,6299.19,77.92,108.04,3.41,Subtropical,7240.03,0.14933517878032251,84.184768,0.014922590099764781,30.48
City 259,14.11,-86.56,5.59,4.28,976.19,1454.97,78.83,36.35,2.71,Equatorial,2431.16,0.6704739795462819,28.654705,0.01495171029467415,14.11
City 260,-47.37,-22.68,4.4,10.96,778.57,25027.18,79.67,404.87,4.76,Temperate,25805.75,0.031107735360701418,322.559929,0.01568913904846788,47.37
City 261,19.95,33.68,5.56,4.48,979.44,1690.96,74.39,38.32,2.71,Tropical,2670.4,0.578878933308116,28.506248,0.014349910125823847,19.95
City 262,68.71,-153.69,1.75,10.37,308.18,20457.25,79.5,323.62,4.11,Polar,20765.43,0.015063849547248665,257.2779,0.015584555677392666,68.71
City 263,-41.79,44.04,4.57,11.68,810.17,29799.65,77.23,462.72,5.02,Subtropical,30609.82,0.02718631976148171,357.35865600000005,0.015116717445577924,41.79
City 264,7.38,173.22,6.34,8.59,1096.32,11638.0,70.71,165.51,4.0,Equatorial,12734.32,0.09419365924907637,117.03212099999999,0.012997160429453633,7.38
City 265,54.06,-111.56,3.6,13.34,622.85,43667.73,76.82,656.66,5.57,Temperate,44290.58,0.014263066500903506,504.44621199999995,0.014826177485144695,54.06
City 266,36.3,105.33,4.31,6.92,752.12,6101.06,76.87,96.92,3.26,Subtropical,6853.18,0.1232567362497255,74.50240400000001,0.014142339760519934,36.3
City 267,30.61,146.84,4.83,10.14,835.47,19774.39,79.06,312.3,4.47,Subtropical,20609.86,0.0422479657796888,246.90438000000003,0.01515294135913587,30.61
City 268,31.32,159.73,5.05,4.76,908.99,2113.3,73.73,43.13,2.71,Subtropical,3022.29,0.4299247978054202,31.799749000000002,0.014270635842357948,31.32
City 269,-13.27,165.65,6.22,3.06,1107.47,548.01,75.85,25.11,2.45,Equatorial,1655.48,2.0172128012240216,19.045934999999997,0.015167806315992944,13.27
City 270,-21.83,7.73,4.47,1.0,767.93,19.79,70.12,9.98,1.6,Tropical,787.7199999999999,36.937469937469935,6.997976000000001,0.012669476463718075,21.83
City 271,45.22,171.83,3.27,12.7,556.8,39514.73,73.32,534.21,5.16,Temperate,40071.530000000006,0.01409059126580731,391.68277199999994,0.013331410105878162,45.22
City 272,45.31,92.63,4.29,6.37,731.59,5012.5,70.62,73.64,3.02,Temperate,5744.09,0.14592400518599782,52.004568,0.01282013338927489,45.31
City 273,52.72,-121.8,3.24,8.96,559.32,13887.83,75.22,204.26,3.75,Temperate,14447.15,0.04027121074993358,153.64437199999998,0.014138428686626774,52.72
City 274,58.72,-8.32,2.63,7.6,449.7,8284.11,78.17,134.12,3.25,Temperate,8733.810000000001,0.054278096488761154,104.841604,0.015356413752989816,58.72
City 275,6.47,78.6,5.87,6.39,1028.77,5045.23,72.06,86.18,3.28,Equatorial,6074.0,0.2038690269765746,62.10130800000001,0.01418834376028976,6.47
City 276,5.2,-90.96,6.1,3.58,1088.68,832.72,75.27,28.17,2.56,Equatorial,1921.4,1.3058101041116923,21.203559,0.014661184552930156,5.2
City 277,43.78,50.62,2.92,5.12,518.73,2640.22,72.04,45.04,2.48,Subtropical,3158.95,0.19639787673877984,32.446816000000005,0.014257902151031197,43.78
City 278,24.5,59.98,5.23,7.55,901.18,8428.47,71.21,123.87,3.53,Tropical,9329.65,0.10690826350885643,88.207827,0.013277025397522952,24.5
City 279,31.26,-121.43,4.51,3.54,785.21,821.14,75.11,21.93,2.31,Subtropical,1606.35,0.9550806431994552,16.471623,0.01365206835372117,31.26
City 280,43.45,23.43,3.47,6.25,608.4,4773.65,70.79,69.02,2.87,Subtropical,5382.049999999999,0.12742295246772015,48.859258,0.012824109772298661,43.45
City 281,55.7,97.79,3.07,4.3,546.22,1435.98,75.87,29.63,2.32,Temperate,1982.2,0.380116633495247,22.480281,0.014948037534053072,55.7
City 282,-16.06,-0.4,6.06,2.05,1080.65,157.93,70.31,16.95,2.1,Tropical,1238.5800000000002,6.799534386207765,11.917545,0.013685026401201374,16.06
City 283,-11.17,-175.64,7.26,5.56,1301.03,3122.52,71.07,60.98,3.23,Equatorial,4423.55,0.41652686712427006,43.338485999999996,0.013785308180081607,11.17
City 284,-47.78,-176.75,2.9,3.87,507.64,1131.01,75.5,23.11,2.17,Temperate,1638.65,0.4484412681866768,17.448050000000002,0.01410307265126781,47.78
City 285,15.18,-51.47,6.52,1.81,1153.2,116.62,75.91,18.08,2.17,Tropical,1269.8200000000002,9.80445502465567,13.724527999999998,0.014238238490494713,15.18
City 286,-55.33,153.43,3.61,9.53,618.36,16970.9,70.29,246.23,3.96,Temperate,17589.260000000002,0.036434341470312694,173.07506700000002,0.013998883409535135,55.33
City 287,0.53,-97.68,6.57,2.69,1154.66,352.02,75.73,20.68,2.4,Equatorial,1506.68,3.2708061866183225,15.660964000000002,0.01372554225183848,0.53
City 288,10.54,48.37,6.36,10.03,1097.63,19199.66,78.39,311.0,4.65,Equatorial,20297.29,0.05716626407633905,243.7929,0.015322242525972678,10.54
City 289,-22.75,-100.05,5.18,10.86,902.74,24858.35,77.22,370.4,4.77,Tropical,25761.09,0.03631390201272359,286.02288,0.014378273590131472,22.75
City 290,16.81,-64.2,5.92,3.51,1043.28,792.52,71.31,23.67,2.47,Tropical,1835.8,1.3147494707127734,16.879077000000002,0.012893561390129645,16.81
City 291,-56.03,125.3,3.83,11.0,661.31,25662.12,75.92,389.43,4.62,Temperate,26323.43,0.02576888546677099,295.655256,0.014794044697062655,56.03
City 292,-55.14,82.39,3.44,11.39,587.05,26829.84,76.72,392.55,4.68,Temperate,27416.89,0.021879672794441023,301.16436,0.01431781649924554,55.14
City 293,46.94,-145.66,3.97,7.2,675.07,6854.14,70.37,103.03,3.22,Temperate,7529.21,0.09847647166943345,72.502211,0.013684038564470907,46.94
City 294,-13.18,-25.67,5.86,1.58,997.94,74.56,78.55,16.36,2.04,Equatorial,1072.5,13.207252514557968,12.85078,0.015254079254079254,13.18
City 295,-43.48,-169.5,3.21,8.32,546.69,11109.41,79.06,175.74,3.59,Subtropical,11656.1,0.04920520484842594,138.94004400000003,0.015077084101886566,43.48
City 296,7.89,-6.88,6.34,4.36,1085.37,1512.98,78.5,39.89,2.84,Equatorial,2598.35,0.716898505924781,31.313650000000003,0.015352050339638618,7.89
City 297,40.1,58.48,4.8,6.92,826.87,6088.82,78.25,103.69,3.35,Subtropical,6915.69,0.13577905422491962,81.137425,0.014993442447535966,40.1
City 298,-31.94,-137.34,4.0,8.3,688.92,10526.42,77.45,161.33,3.66,Subtropical,11215.34,0.0654405352878483,124.95008500000002,0.014384762298780066,31.94
City 299,20.98,-76.0,5.0,4.22,900.09,1389.35,76.33,34.02,2.58,Tropical,2289.44,0.6473837522925883,25.967466000000005,0.014859528967782516,20.98
City 300,-48.9,-36.78,3.64,6.01,629.9,4006.81,76.79,68.28,2.89,Temperate,4636.71,0.15716812922768295,52.43221200000001,0.014725958707790653,48.9
City 301,-53.28,151.03,2.78,9.6,475.8,16628.84,78.06,240.69,3.93,Temperate,17104.64,0.02861121935027637,187.882614,0.01407162033226072,53.28
City 302,9.08,177.57,5.97,5.87,1047.19,3910.25,76.62,75.23,3.2,Equatorial,4957.4400000000005,0.26773793544263347,57.641226,0.015175171056028917,9.08
City 303,10.28,-163.83,6.07,2.09,1083.7,171.5,73.28,17.56,2.15,Equatorial,1255.2,6.282318840579711,12.867967999999998,0.013989802421924791,10.28
City 304,22.87,93.96,4.72,8.61,833.8,12465.72,73.76,193.62,3.85,Tropical,13299.519999999999,0.06688206681468742,142.814112,0.014558420153509301,22.87
City 305,34.39,-46.18,4.11,3.01,710.09,531.68,78.97,19.38,2.16,Subtropical,1241.77,1.333051738379515,15.304386,0.015606754874091015,34.39
City 306,66.86,-38.72,2.67,9.24,469.15,14403.34,70.17,197.14,3.68,Polar,14872.49,0.03257004486147925,138.333138,0.013255345944088717,66.86
City 307,7.12,91.54,5.85,4.07,1035.96,1217.33,76.99,32.99,2.67,Equatorial,2253.29,0.8503114919603064,25.399001,0.014640814098495977,7.12
City 308,-18.02,150.63,4.94,4.21,875.76,1475.21,79.55,35.22,2.61,Tropical,2350.9700000000003,0.5932489279980491,28.017509999999998,0.014981050374951614,18.02
City 309,43.37,162.33,3.65,6.92,644.62,6030.09,77.06,97.21,3.16,Subtropical,6674.71,0.1068828354410231,74.910026,0.014563928620119824,43.37
